Country,Region,Year,S2030_Outcome,Indicator,Baseline_Value,Target_Value,Actual_Value,Achievement_Pct,Change_from_Baseline_Pct,Data_Source,Measurement_Method,Confidence_Level
Mozambique,Southern Africa,2025,Values & Dignity,Mental health sessions,212,290,283,97.6,33.5,Survey,Household Survey,High
Mozambique,Southern Africa,2025,Values & Dignity,Protection cases resolved,6995,9374,11227,119.8,60.5,Remote Sensing,Direct Count,Medium
Mozambique,Southern Africa,2025,Economic Security,HHs with improved income,5165,6868,6341,92.3,22.8,Remote Sensing,Direct Count,Medium
Mozambique,Southern Africa,2025,Economic Security,Savings group members,4978,6411,4958,77.3,-0.4,Remote Sensing,Direct Count,Medium
Mozambique,Southern Africa,2025,Economic Security,Jobs created or maintained,1558,1987,1560,78.5,0.1,Remote Sensing,Key Informant,Medium
Zimbabwe,Southern Africa,2021,Climate & Environment,Communities with DRR plans,5794,6455,5279,81.8,-8.9,Remote Sensing,Household Survey,Medium
Zimbabwe,Southern Africa,2021,Climate & Environment,Early warning systems active,5516,6675,4922,73.7,-10.8,Survey,Household Survey,Medium
Zimbabwe,Southern Africa,2021,Climate & Environment,Hectares of land restored,4102,5499,5175,94.1,26.2,Partner Report,Focus Group,Low
Zimbabwe,Southern Africa,2021,Healthy & Safe Living,People with health access,3714,5547,5665,102.1,52.5,Remote Sensing,Key Informant,High
Zimbabwe,Southern Africa,2021,Healthy & Safe Living,Vaccination rate (%),9747,14611,11622,79.5,19.2,Remote Sensing,Focus Group,Low
Zimbabwe,Southern Africa,2021,Healthy & Safe Living,Malnutrition cases treated,7089,9466,10197,107.7,43.8,Admin Records,Direct Count,Medium
Zimbabwe,Southern Africa,2021,Migration & Identity,Migrants assisted,1395,2005,1329,66.3,-4.7,Survey,Focus Group,High
Zimbabwe,Southern Africa,2021,Migration & Identity,Stateless persons supported,9427,11015,5889,53.5,-37.5,Remote Sensing,Key Informant,Medium
Zimbabwe,Southern Africa,2021,Migration & Identity,Legal documents issued,3473,4213,3325,78.9,-4.3,Survey,Focus Group,Low
Zimbabwe,Southern Africa,2021,Values & Dignity,GBV survivors supported,7734,11170,6165,55.2,-20.3,Survey,Key Informant,Medium
Zimbabwe,Southern Africa,2021,Values & Dignity,Mental health sessions,5830,7820,5632,72.0,-3.4,Survey,Key Informant,Low
Zimbabwe,Southern Africa,2021,Values & Dignity,Protection cases resolved,2739,3253,2931,90.1,7.0,Remote Sensing,Direct Count,Low
Zimbabwe,Southern Africa,2021,Economic Security,HHs with improved income,3481,4398,2634,59.9,-24.3,Remote Sensing,Focus Group,High
Zimbabwe,Southern Africa,2021,Economic Security,Savings group members,1383,1684,1491,88.5,7.8,Partner Report,Focus Group,Low
Zimbabwe,Southern Africa,2021,Economic Security,Jobs created or maintained,9268,13222,10036,75.9,8.3,Partner Report,Direct Count,Medium
Zimbabwe,Southern Africa,2022,Climate & Environment,Communities with DRR plans,4715,6792,6627,97.6,40.6,Remote Sensing,Direct Count,High
Zimbabwe,Southern Africa,2022,Climate & Environment,Early warning systems active,4991,7198,4503,62.6,-9.8,Partner Report,Focus Group,Medium
Zimbabwe,Southern Africa,2022,Climate & Environment,Hectares of land restored,3727,4709,3574,75.9,-4.1,Partner Report,Focus Group,High
Zimbabwe,Southern Africa,2022,Healthy & Safe Living,People with health access,5102,5980,4386,73.3,-14.0,Survey,Direct Count,Low
Zimbabwe,Southern Africa,2022,Healthy & Safe Living,Vaccination rate (%),9987,11768,10613,90.2,6.3,Admin Records,Key Informant,Low
Zimbabwe,Southern Africa,2022,Healthy & Safe Living,Malnutrition cases treated,4334,5745,4454,77.5,2.8,Partner Report,Direct Count,Medium
Zimbabwe,Southern Africa,2022,Migration & Identity,Migrants assisted,3809,4784,4646,97.1,22.0,Partner Report,Direct Count,Medium
Zimbabwe,Southern Africa,2022,Migration & Identity,Stateless persons supported,381,445,403,90.6,5.8,Admin Records,Key Informant,High
Zimbabwe,Southern Africa,2022,Migration & Identity,Legal documents issued,882,1012,873,86.3,-1.0,Partner Report,Direct Count,High
Zimbabwe,Southern Africa,2022,Values & Dignity,GBV survivors supported,7915,9775,8034,82.2,1.5,Admin Records,Focus Group,High
Zimbabwe,Southern Africa,2022,Values & Dignity,Mental health sessions,4182,5320,6240,117.3,49.2,Admin Records,Household Survey,High
Zimbabwe,Southern Africa,2022,Values & Dignity,Protection cases resolved,9455,11883,10501,88.4,11.1,Remote Sensing,Key Informant,High
Zimbabwe,Southern Africa,2022,Economic Security,HHs with improved income,2939,3621,3384,93.5,15.1,Survey,Direct Count,High
Zimbabwe,Southern Africa,2022,Economic Security,Savings group members,7946,9480,8827,93.1,11.1,Partner Report,Focus Group,Low
Zimbabwe,Southern Africa,2022,Economic Security,Jobs created or maintained,5797,7106,5521,77.7,-4.8,Admin Records,Focus Group,Low
Zimbabwe,Southern Africa,2023,Climate & Environment,Communities with DRR plans,6863,8062,4294,53.3,-37.4,Partner Report,Focus Group,Medium
Zimbabwe,Southern Africa,2023,Climate & Environment,Early warning systems active,9694,11361,13119,115.5,35.3,Admin Records,Key Informant,High
Zimbabwe,Southern Africa,2023,Climate & Environment,Hectares of land restored,4104,5893,4707,79.9,14.7,Survey,Household Survey,Medium
Zimbabwe,Southern Africa,2023,Healthy & Safe Living,People with health access,4657,6946,6428,92.5,38.0,Remote Sensing,Focus Group,Medium
Zimbabwe,Southern Africa,2023,Healthy & Safe Living,Vaccination rate (%),1150,1415,1652,116.7,43.7,Admin Records,Key Informant,Low
Zimbabwe,Southern Africa,2023,Healthy & Safe Living,Malnutrition cases treated,994,1175,919,78.2,-7.5,Survey,Key Informant,Low
Zimbabwe,Southern Africa,2023,Migration & Identity,Migrants assisted,5928,6940,4015,57.9,-32.3,Survey,Key Informant,High
Zimbabwe,Southern Africa,2023,Migration & Identity,Stateless persons supported,3442,5113,4258,83.3,23.7,Remote Sensing,Focus Group,Medium
Zimbabwe,Southern Africa,2023,Migration & Identity,Legal documents issued,5936,8286,9026,108.9,52.1,Remote Sensing,Key Informant,Medium
Zimbabwe,Southern Africa,2023,Values & Dignity,GBV survivors supported,9641,13194,10105,76.6,4.8,Partner Report,Direct Count,High
Zimbabwe,Southern Africa,2023,Values & Dignity,Mental health sessions,9199,12006,8125,67.7,-11.7,Remote Sensing,Household Survey,Low
Zimbabwe,Southern Africa,2023,Values & Dignity,Protection cases resolved,3678,4984,2939,59.0,-20.1,Survey,Focus Group,Low
Zimbabwe,Southern Africa,2023,Economic Security,HHs with improved income,6006,7671,10285,134.1,71.2,Partner Report,Key Informant,Medium
Zimbabwe,Southern Africa,2023,Economic Security,Savings group members,5461,7095,8101,114.2,48.3,Remote Sensing,Direct Count,High
Zimbabwe,Southern Africa,2023,Economic Security,Jobs created or maintained,1486,2162,1003,46.4,-32.5,Survey,Key Informant,Low
Zimbabwe,Southern Africa,2024,Climate & Environment,Communities with DRR plans,9123,12344,12376,100.3,35.7,Partner Report,Household Survey,High
Zimbabwe,Southern Africa,2024,Climate & Environment,Early warning systems active,4959,6730,7807,116.0,57.4,Admin Records,Key Informant,Medium
Zimbabwe,Southern Africa,2024,Climate & Environment,Hectares of land restored,2681,3569,3080,86.3,14.9,Admin Records,Household Survey,High
Zimbabwe,Southern Africa,2024,Healthy & Safe Living,People with health access,3293,3760,3028,80.5,-8.0,Partner Report,Direct Count,Medium
Zimbabwe,Southern Africa,2024,Healthy & Safe Living,Vaccination rate (%),3100,3530,2886,81.8,-6.9,Partner Report,Direct Count,High
Zimbabwe,Southern Africa,2024,Healthy & Safe Living,Malnutrition cases treated,1865,2649,2986,112.7,60.1,Survey,Focus Group,High
Zimbabwe,Southern Africa,2024,Migration & Identity,Migrants assisted,7485,9050,6563,72.5,-12.3,Remote Sensing,Direct Count,Low
Zimbabwe,Southern Africa,2024,Migration & Identity,Stateless persons supported,559,752,547,72.7,-2.1,Survey,Focus Group,Low
Zimbabwe,Southern Africa,2024,Migration & Identity,Legal documents issued,2407,3432,1686,49.1,-30.0,Partner Report,Direct Count,Low
Zimbabwe,Southern Africa,2024,Values & Dignity,GBV survivors supported,921,1371,995,72.6,8.0,Admin Records,Household Survey,Low
Zimbabwe,Southern Africa,2024,Values & Dignity,Mental health sessions,8083,9268,3867,41.7,-52.2,Remote Sensing,Focus Group,High
Zimbabwe,Southern Africa,2024,Values & Dignity,Protection cases resolved,7731,8807,7154,81.2,-7.5,Partner Report,Key Informant,High
Zimbabwe,Southern Africa,2024,Economic Security,HHs with improved income,5049,6095,6687,109.7,32.4,Admin Records,Focus Group,High
Zimbabwe,Southern Africa,2024,Economic Security,Savings group members,2642,3457,3299,95.4,24.9,Admin Records,Focus Group,High
Zimbabwe,Southern Africa,2024,Economic Security,Jobs created or maintained,2776,3719,3642,97.9,31.2,Admin Records,Focus Group,Medium
Zimbabwe,Southern Africa,2025,Climate & Environment,Communities with DRR plans,6503,7391,6865,92.9,5.6,Partner Report,Key Informant,Medium
Zimbabwe,Southern Africa,2025,Climate & Environment,Early warning systems active,5617,6922,5798,83.8,3.2,Admin Records,Key Informant,High
Zimbabwe,Southern Africa,2025,Climate & Environment,Hectares of land restored,2286,3379,2858,84.6,25.0,Admin Records,Key Informant,High
Zimbabwe,Southern Africa,2025,Healthy & Safe Living,People with health access,2333,2971,2774,93.4,18.9,Survey,Key Informant,Medium
Zimbabwe,Southern Africa,2025,Healthy & Safe Living,Vaccination rate (%),6674,9010,7090,78.7,6.2,Survey,Key Informant,High
Zimbabwe,Southern Africa,2025,Healthy & Safe Living,Malnutrition cases treated,263,298,212,71.1,-19.4,Admin Records,Household Survey,High
Zimbabwe,Southern Africa,2025,Migration & Identity,Migrants assisted,3332,4470,3590,80.3,7.7,Partner Report,Direct Count,Medium
Zimbabwe,Southern Africa,2025,Migration & Identity,Stateless persons supported,7324,9454,6151,65.1,-16.0,Survey,Household Survey,Low
Zimbabwe,Southern Africa,2025,Migration & Identity,Legal documents issued,7108,8451,6231,73.7,-12.3,Remote Sensing,Focus Group,High
Zimbabwe,Southern Africa,2025,Values & Dignity,GBV survivors supported,7268,8456,8963,106.0,23.3,Remote Sensing,Key Informant,Medium
Zimbabwe,Southern Africa,2025,Values & Dignity,Mental health sessions,5791,7856,6553,83.4,13.2,Partner Report,Key Informant,Low
Zimbabwe,Southern Africa,2025,Values & Dignity,Protection cases resolved,1028,1282,1188,92.7,15.6,Admin Records,Focus Group,Low
Zimbabwe,Southern Africa,2025,Economic Security,HHs with improved income,6165,7343,7017,95.6,13.8,Admin Records,Household Survey,High
Zimbabwe,Southern Africa,2025,Economic Security,Savings group members,2935,3984,3500,87.9,19.3,Admin Records,Focus Group,Medium
Zimbabwe,Southern Africa,2025,Economic Security,Jobs created or maintained,2895,4034,4146,102.8,43.2,Admin Records,Household Survey,High
Zambia,Southern Africa,2021,Climate & Environment,Communities with DRR plans,4537,6753,5164,76.5,13.8,Admin Records,Household Survey,High
Zambia,Southern Africa,2021,Climate & Environment,Early warning systems active,8950,10720,10025,93.5,12.0,Partner Report,Direct Count,High
Zambia,Southern Africa,2021,Climate & Environment,Hectares of land restored,9627,12881,8941,69.4,-7.1,Survey,Household Survey,Medium
Zambia,Southern Africa,2021,Healthy & Safe Living,People with health access,2771,3825,1792,46.8,-35.3,Admin Records,Key Informant,Medium
Zambia,Southern Africa,2021,Healthy & Safe Living,Vaccination rate (%),953,1248,942,75.5,-1.2,Partner Report,Household Survey,Medium
Zambia,Southern Africa,2021,Healthy & Safe Living,Malnutrition cases treated,6876,9204,7780,84.5,13.1,Partner Report,Direct Count,Low
Zambia,Southern Africa,2021,Migration & Identity,Migrants assisted,1764,2552,1798,70.5,1.9,Remote Sensing,Direct Count,Medium
Zambia,Southern Africa,2021,Migration & Identity,Stateless persons supported,4367,5026,5803,115.5,32.9,Remote Sensing,Household Survey,Low
Zambia,Southern Africa,2021,Migration & Identity,Legal documents issued,9942,14182,12098,85.3,21.7,Admin Records,Focus Group,High
Zambia,Southern Africa,2021,Values & Dignity,GBV survivors supported,6429,8945,8822,98.6,37.2,Partner Report,Key Informant,Low
Zambia,Southern Africa,2021,Values & Dignity,Mental health sessions,7320,9254,10240,110.7,39.9,Admin Records,Direct Count,Low
Zambia,Southern Africa,2021,Values & Dignity,Protection cases resolved,2530,2867,2527,88.1,-0.1,Partner Report,Household Survey,High
Zambia,Southern Africa,2021,Economic Security,HHs with improved income,2648,3474,2658,76.5,0.4,Partner Report,Household Survey,Low
Zambia,Southern Africa,2021,Economic Security,Savings group members,5723,7770,5249,67.6,-8.3,Remote Sensing,Direct Count,Low
Zambia,Southern Africa,2021,Economic Security,Jobs created or maintained,4716,5238,3110,59.4,-34.1,Partner Report,Key Informant,High
Zambia,Southern Africa,2022,Climate & Environment,Communities with DRR plans,8053,11014,11058,100.4,37.3,Admin Records,Key Informant,Medium
Zambia,Southern Africa,2022,Climate & Environment,Early warning systems active,9494,10981,11258,102.5,18.6,Survey,Key Informant,High
Zambia,Southern Africa,2022,Climate & Environment,Hectares of land restored,2229,3317,3699,111.5,65.9,Survey,Household Survey,High
Zambia,Southern Africa,2022,Healthy & Safe Living,People with health access,2053,3006,3238,107.7,57.7,Remote Sensing,Household Survey,High
Zambia,Southern Africa,2022,Healthy & Safe Living,Vaccination rate (%),5779,6420,7564,117.8,30.9,Remote Sensing,Household Survey,Low
Zambia,Southern Africa,2022,Healthy & Safe Living,Malnutrition cases treated,1311,1506,1546,102.7,17.9,Remote Sensing,Household Survey,Medium
Zambia,Southern Africa,2022,Migration & Identity,Migrants assisted,4873,7127,6486,91.0,33.1,Survey,Key Informant,Low
Zambia,Southern Africa,2022,Migration & Identity,Stateless persons supported,2574,2987,2374,79.5,-7.8,Partner Report,Household Survey,Low
Zambia,Southern Africa,2022,Migration & Identity,Legal documents issued,4225,5440,4670,85.8,10.5,Partner Report,Key Informant,Low
Zambia,Southern Africa,2022,Values & Dignity,GBV survivors supported,5315,7447,6546,87.9,23.2,Survey,Direct Count,High
Zambia,Southern Africa,2022,Values & Dignity,Mental health sessions,2928,3333,3818,114.6,30.4,Admin Records,Key Informant,Medium
Zambia,Southern Africa,2022,Values & Dignity,Protection cases resolved,6453,8082,8760,108.4,35.8,Partner Report,Key Informant,High
Zambia,Southern Africa,2022,Economic Security,HHs with improved income,9235,12868,9407,73.1,1.9,Remote Sensing,Key Informant,High
Zambia,Southern Africa,2022,Economic Security,Savings group members,451,660,618,93.6,37.0,Partner Report,Focus Group,High
Zambia,Southern Africa,2022,Economic Security,Jobs created or maintained,2464,3171,1409,44.4,-42.8,Survey,Direct Count,High
Zambia,Southern Africa,2023,Climate & Environment,Communities with DRR plans,6274,9229,9145,99.1,45.8,Partner Report,Focus Group,Low
Zambia,Southern Africa,2023,Climate & Environment,Early warning systems active,6366,7341,7121,97.0,11.9,Admin Records,Key Informant,Low
Zambia,Southern Africa,2023,Climate & Environment,Hectares of land restored,124,175,141,80.6,13.7,Admin Records,Key Informant,Medium
Zambia,Southern Africa,2023,Healthy & Safe Living,People with health access,4923,5533,4814,87.0,-2.2,Partner Report,Direct Count,High
Zambia,Southern Africa,2023,Healthy & Safe Living,Vaccination rate (%),5092,6981,7328,105.0,43.9,Remote Sensing,Focus Group,High
Zambia,Southern Africa,2023,Healthy & Safe Living,Malnutrition cases treated,4539,6326,5193,82.1,14.4,Remote Sensing,Household Survey,High
Zambia,Southern Africa,2023,Migration & Identity,Migrants assisted,269,298,209,70.1,-22.3,Partner Report,Direct Count,Low
Zambia,Southern Africa,2023,Migration & Identity,Stateless persons supported,5823,7389,7293,98.7,25.2,Survey,Focus Group,High
Zambia,Southern Africa,2023,Migration & Identity,Legal documents issued,7443,10047,8614,85.7,15.7,Remote Sensing,Focus Group,Low
Zambia,Southern Africa,2023,Values & Dignity,GBV survivors supported,3076,4378,4691,107.1,52.5,Remote Sensing,Direct Count,Low
Zambia,Southern Africa,2023,Values & Dignity,Mental health sessions,3527,4984,4413,88.5,25.1,Admin Records,Focus Group,Medium
Zambia,Southern Africa,2023,Values & Dignity,Protection cases resolved,3920,5410,2172,40.1,-44.6,Partner Report,Key Informant,Medium
Zambia,Southern Africa,2023,Economic Security,HHs with improved income,8259,9187,8510,92.6,3.0,Remote Sensing,Focus Group,High
Zambia,Southern Africa,2023,Economic Security,Savings group members,2721,3264,3091,94.7,13.6,Partner Report,Key Informant,High
Zambia,Southern Africa,2023,Economic Security,Jobs created or maintained,6954,10378,11235,108.3,61.6,Survey,Direct Count,Medium
Zambia,Southern Africa,2024,Climate & Environment,Communities with DRR plans,8992,11532,8589,74.5,-4.5,Survey,Key Informant,Low
Zambia,Southern Africa,2024,Climate & Environment,Early warning systems active,2292,3196,2534,79.3,10.6,Survey,Focus Group,Low
Zambia,Southern Africa,2024,Climate & Environment,Hectares of land restored,2683,3058,2294,75.0,-14.5,Admin Records,Focus Group,High
Zambia,Southern Africa,2024,Healthy & Safe Living,People with health access,1268,1833,1958,106.8,54.4,Partner Report,Direct Count,High
Zambia,Southern Africa,2024,Healthy & Safe Living,Vaccination rate (%),788,1125,768,68.3,-2.5,Admin Records,Focus Group,Medium
Zambia,Southern Africa,2024,Healthy & Safe Living,Malnutrition cases treated,9628,14062,13974,99.4,45.1,Remote Sensing,Key Informant,Medium
Zambia,Southern Africa,2024,Migration & Identity,Migrants assisted,4103,5709,4194,73.5,2.2,Remote Sensing,Key Informant,Low
Zambia,Southern Africa,2024,Migration & Identity,Stateless persons supported,6794,7496,6536,87.2,-3.8,Admin Records,Focus Group,Low
Zambia,Southern Africa,2024,Migration & Identity,Legal documents issued,3047,3863,2339,60.5,-23.2,Survey,Direct Count,Medium
Zambia,Southern Africa,2024,Values & Dignity,GBV survivors supported,1345,1973,1934,98.0,43.8,Partner Report,Focus Group,Low
Zambia,Southern Africa,2024,Values & Dignity,Mental health sessions,8527,10946,9279,84.8,8.8,Survey,Focus Group,High
Zambia,Southern Africa,2024,Values & Dignity,Protection cases resolved,3287,4883,4948,101.3,50.5,Admin Records,Household Survey,High
Zambia,Southern Africa,2024,Economic Security,HHs with improved income,8919,10185,9941,97.6,11.5,Survey,Household Survey,Medium
Zambia,Southern Africa,2024,Economic Security,Savings group members,9502,12680,10160,80.1,6.9,Admin Records,Key Informant,High
Zambia,Southern Africa,2024,Economic Security,Jobs created or maintained,1471,1985,1470,74.1,-0.1,Admin Records,Key Informant,High
Zambia,Southern Africa,2025,Climate & Environment,Communities with DRR plans,2932,4076,3614,88.7,23.3,Survey,Focus Group,Low
Zambia,Southern Africa,2025,Climate & Environment,Early warning systems active,4950,6564,5112,77.9,3.3,Survey,Focus Group,Low
Zambia,Southern Africa,2025,Climate & Environment,Hectares of land restored,2617,2961,3588,121.2,37.1,Remote Sensing,Direct Count,Low
Zambia,Southern Africa,2025,Healthy & Safe Living,People with health access,8283,9287,8182,88.1,-1.2,Remote Sensing,Focus Group,High
Zambia,Southern Africa,2025,Healthy & Safe Living,Vaccination rate (%),1803,2531,2774,109.6,53.9,Survey,Focus Group,Medium
Zambia,Southern Africa,2025,Healthy & Safe Living,Malnutrition cases treated,9213,10937,10167,93.0,10.4,Survey,Direct Count,Medium
Zambia,Southern Africa,2025,Migration & Identity,Migrants assisted,5106,7318,6180,84.4,21.0,Admin Records,Household Survey,High
Zambia,Southern Africa,2025,Migration & Identity,Stateless persons supported,6461,7622,5567,73.0,-13.8,Admin Records,Direct Count,Medium
Zambia,Southern Africa,2025,Migration & Identity,Legal documents issued,8692,12606,11909,94.5,37.0,Remote Sensing,Key Informant,Medium
Zambia,Southern Africa,2025,Values & Dignity,GBV survivors supported,8632,11787,8282,70.3,-4.1,Partner Report,Direct Count,Low
Zambia,Southern Africa,2025,Values & Dignity,Mental health sessions,6681,9866,8925,90.5,33.6,Partner Report,Direct Count,Low
Zambia,Southern Africa,2025,Values & Dignity,Protection cases resolved,5192,5722,5436,95.0,4.7,Survey,Direct Count,Low
Zambia,Southern Africa,2025,Economic Security,HHs with improved income,2218,2758,2309,83.7,4.1,Admin Records,Focus Group,Low
Zambia,Southern Africa,2025,Economic Security,Savings group members,3053,4095,6409,156.5,109.9,Survey,Key Informant,Low
Zambia,Southern Africa,2025,Economic Security,Jobs created or maintained,7245,10753,10898,101.3,50.4,Admin Records,Key Informant,High
Egypt,North Africa,2021,Climate & Environment,Communities with DRR plans,3267,4670,3671,78.6,12.4,Admin Records,Household Survey,Medium
Egypt,North Africa,2021,Climate & Environment,Early warning systems active,1147,1388,1443,104.0,25.8,Survey,Focus Group,High
Egypt,North Africa,2021,Climate & Environment,Hectares of land restored,4244,5472,5989,109.4,41.1,Admin Records,Household Survey,Medium
Egypt,North Africa,2021,Healthy & Safe Living,People with health access,8056,9510,8933,93.9,10.9,Survey,Household Survey,Medium
Egypt,North Africa,2021,Healthy & Safe Living,Vaccination rate (%),7415,8657,8740,101.0,17.9,Admin Records,Direct Count,Low
Egypt,North Africa,2021,Healthy & Safe Living,Malnutrition cases treated,9833,13588,13216,97.3,34.4,Partner Report,Household Survey,Low
Egypt,North Africa,2021,Migration & Identity,Migrants assisted,2735,3252,3049,93.8,11.5,Admin Records,Household Survey,Low
Egypt,North Africa,2021,Migration & Identity,Stateless persons supported,9103,13613,12759,93.7,40.2,Survey,Household Survey,High
Egypt,North Africa,2021,Migration & Identity,Legal documents issued,7177,9781,6676,68.3,-7.0,Remote Sensing,Direct Count,High
Egypt,North Africa,2021,Values & Dignity,GBV survivors supported,2854,3617,3824,105.7,34.0,Survey,Household Survey,High
Egypt,North Africa,2021,Values & Dignity,Mental health sessions,5798,7874,6839,86.9,18.0,Admin Records,Key Informant,Low
Egypt,North Africa,2021,Values & Dignity,Protection cases resolved,5615,7292,6476,88.8,15.3,Admin Records,Direct Count,High
Egypt,North Africa,2021,Economic Security,HHs with improved income,1678,1875,1610,85.9,-4.1,Survey,Focus Group,Low
Egypt,North Africa,2021,Economic Security,Savings group members,860,1215,895,73.7,4.1,Partner Report,Key Informant,Medium
Egypt,North Africa,2021,Economic Security,Jobs created or maintained,4102,5444,4561,83.8,11.2,Admin Records,Household Survey,Medium
Egypt,North Africa,2022,Climate & Environment,Communities with DRR plans,9162,11104,12288,110.7,34.1,Admin Records,Direct Count,Low
Egypt,North Africa,2022,Climate & Environment,Early warning systems active,2900,4007,4442,110.9,53.2,Survey,Household Survey,Medium
Egypt,North Africa,2022,Climate & Environment,Hectares of land restored,6622,9913,7470,75.4,12.8,Remote Sensing,Key Informant,Medium
Egypt,North Africa,2022,Healthy & Safe Living,People with health access,7245,10301,4810,46.7,-33.6,Admin Records,Key Informant,High
Egypt,North Africa,2022,Healthy & Safe Living,Vaccination rate (%),9206,12256,7246,59.1,-21.3,Admin Records,Direct Count,Low
Egypt,North Africa,2022,Healthy & Safe Living,Malnutrition cases treated,3439,3956,3215,81.3,-6.5,Admin Records,Direct Count,Medium
Egypt,North Africa,2022,Migration & Identity,Migrants assisted,1464,1996,1135,56.9,-22.5,Partner Report,Household Survey,Low
Egypt,North Africa,2022,Migration & Identity,Stateless persons supported,8985,11028,8228,74.6,-8.4,Remote Sensing,Key Informant,Medium
Egypt,North Africa,2022,Migration & Identity,Legal documents issued,7552,9652,10355,107.3,37.1,Survey,Key Informant,Medium
Egypt,North Africa,2022,Values & Dignity,GBV survivors supported,9146,13489,15643,116.0,71.0,Partner Report,Household Survey,High
Egypt,North Africa,2022,Values & Dignity,Mental health sessions,1318,1722,1056,61.3,-19.9,Admin Records,Key Informant,Low
Egypt,North Africa,2022,Values & Dignity,Protection cases resolved,8387,11759,10048,85.4,19.8,Admin Records,Key Informant,High
Egypt,North Africa,2022,Economic Security,HHs with improved income,2596,3001,1183,39.4,-54.4,Survey,Key Informant,Medium
Egypt,North Africa,2022,Economic Security,Savings group members,3161,4309,3556,82.5,12.5,Remote Sensing,Household Survey,Low
Egypt,North Africa,2022,Economic Security,Jobs created or maintained,7913,11608,11850,102.1,49.8,Partner Report,Household Survey,Medium
Egypt,North Africa,2023,Climate & Environment,Communities with DRR plans,8001,10459,8077,77.2,0.9,Remote Sensing,Direct Count,High
Egypt,North Africa,2023,Climate & Environment,Early warning systems active,811,1039,1056,101.6,30.2,Remote Sensing,Focus Group,Low
Egypt,North Africa,2023,Climate & Environment,Hectares of land restored,2836,4220,4905,116.2,73.0,Survey,Household Survey,Low
Egypt,North Africa,2023,Healthy & Safe Living,People with health access,4464,5953,7734,129.9,73.3,Admin Records,Household Survey,Low
Egypt,North Africa,2023,Healthy & Safe Living,Vaccination rate (%),2187,3113,1702,54.7,-22.2,Remote Sensing,Direct Count,Medium
Egypt,North Africa,2023,Healthy & Safe Living,Malnutrition cases treated,2013,2707,2485,91.8,23.4,Remote Sensing,Household Survey,Medium
Egypt,North Africa,2023,Migration & Identity,Migrants assisted,9822,13233,11802,89.2,20.2,Remote Sensing,Key Informant,Low
Egypt,North Africa,2023,Migration & Identity,Stateless persons supported,4997,6256,6708,107.2,34.2,Partner Report,Direct Count,High
Egypt,North Africa,2023,Migration & Identity,Legal documents issued,372,411,456,110.9,22.6,Admin Records,Direct Count,Medium
Egypt,North Africa,2023,Values & Dignity,GBV survivors supported,6139,7900,6942,87.9,13.1,Remote Sensing,Direct Count,High
Egypt,North Africa,2023,Values & Dignity,Mental health sessions,5898,8327,9874,118.6,67.4,Survey,Key Informant,Medium
Egypt,North Africa,2023,Values & Dignity,Protection cases resolved,7443,9529,8133,85.3,9.3,Admin Records,Focus Group,Low
Egypt,North Africa,2023,Economic Security,HHs with improved income,8410,11073,8035,72.6,-4.5,Admin Records,Focus Group,Medium
Egypt,North Africa,2023,Economic Security,Savings group members,3762,4663,4748,101.8,26.2,Partner Report,Direct Count,Low
Egypt,North Africa,2023,Economic Security,Jobs created or maintained,247,308,207,67.2,-16.2,Remote Sensing,Focus Group,High
Egypt,North Africa,2024,Climate & Environment,Communities with DRR plans,9591,12972,13069,100.7,36.3,Survey,Direct Count,Medium
Egypt,North Africa,2024,Climate & Environment,Early warning systems active,7885,9857,10018,101.6,27.1,Admin Records,Direct Count,Medium
Egypt,North Africa,2024,Climate & Environment,Hectares of land restored,9770,12966,13900,107.2,42.3,Partner Report,Household Survey,Medium
Egypt,North Africa,2024,Healthy & Safe Living,People with health access,9505,13796,11780,85.4,23.9,Remote Sensing,Direct Count,High
Egypt,North Africa,2024,Healthy & Safe Living,Vaccination rate (%),9314,11526,12135,105.3,30.3,Survey,Direct Count,Medium
Egypt,North Africa,2024,Healthy & Safe Living,Malnutrition cases treated,8259,11254,5875,52.2,-28.9,Partner Report,Focus Group,Low
Egypt,North Africa,2024,Migration & Identity,Migrants assisted,9454,11652,11249,96.5,19.0,Partner Report,Direct Count,Medium
Egypt,North Africa,2024,Migration & Identity,Stateless persons supported,1333,1813,1654,91.2,24.1,Admin Records,Focus Group,High
Egypt,North Africa,2024,Migration & Identity,Legal documents issued,6833,7949,8739,109.9,27.9,Remote Sensing,Key Informant,Medium
Egypt,North Africa,2024,Values & Dignity,GBV survivors supported,7609,11019,14294,129.7,87.9,Partner Report,Key Informant,Medium
Egypt,North Africa,2024,Values & Dignity,Mental health sessions,9627,11938,14491,121.4,50.5,Survey,Direct Count,Medium
Egypt,North Africa,2024,Values & Dignity,Protection cases resolved,9672,12668,7844,61.9,-18.9,Survey,Focus Group,Medium
Egypt,North Africa,2024,Economic Security,HHs with improved income,5277,7322,6542,89.3,24.0,Survey,Key Informant,Low
Egypt,North Africa,2024,Economic Security,Savings group members,8533,9801,7669,78.2,-10.1,Remote Sensing,Household Survey,Medium
Egypt,North Africa,2024,Economic Security,Jobs created or maintained,2900,3555,2518,70.8,-13.2,Survey,Household Survey,High
Egypt,North Africa,2025,Climate & Environment,Communities with DRR plans,6628,8109,7792,96.1,17.6,Admin Records,Direct Count,High
